description,price,website,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
nature's heart avena sin azúcar añadida,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.798005,946.0,ml,natures heart avena sin azúcar añadida,13.9
amaru granola de cacao,S/ 11.92 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,amaru granola de cacao,11.92
avena quaker instantánea,S/ 10.5 und,La Cesta,2024-12-06 13:49:36.798005,350.0,gr,avena quaker instantánea,10.5
trix cereal de conejitos con masmelos,S/ 24.5 und,La Cesta,2024-12-06 13:49:36.798005,300.0,gr,trix cereal de conejitos con masmelos,24.5
trix minis,S/ 17.5 und,La Cesta,2024-12-06 13:49:36.798005,300.0,gr,trix minis,17.5
osso chorizos artesanales mermelada de rocoto y ají limo,S/ 41.9 und,La Cesta,2024-12-06 13:49:36.798005,560.0,gr,osso chorizos artesanales mermelada de rocoto y ají limo,41.9
nestlé dulce de leche el manjar,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,nestlé dulce de leche el manjar,5.9
bazo velarde manjar blanco sabor casero,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,bazo velarde manjar blanco sabor casero,5.5
bazo velarde manjar especial,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,bazo velarde manjar especial,9.5
spread mermelada de dulce de arándanos,S/ 17.5 und,La Cesta,2024-12-06 13:49:36.798005,390.0,gr,spread mermelada de dulce de arándanos,17.5
la reyna de oxapampa miel de abeja 100% pura natural,S/ 24.5 und,La Cesta,2024-12-06 13:49:36.798005,300.0,gr,la reyna de oxapampa miel de abeja 100% pura natural,24.5
spread mermelada de dulce de fresa,S/ 17.5 und,La Cesta,2024-12-06 13:49:36.798005,390.0,gr,spread mermelada de dulce de fresa,17.5
amaru mantequilla de maní,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,amaru mantequilla de maní,13.9
nestlé el manjar dulce de leche,S/ 25.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,nestlé el manjar dulce de leche,25.5
nutella crema de avellanas con cacao y leche,S/ 42.9 und,La Cesta,2024-12-06 13:49:36.798005,350.0,gr,nutella crema de avellanas con cacao y leche,42.9
nutella crema de avellanas con cacao,S/ 30.5 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,nutella crema de avellanas con cacao,30.5
spread mantequilla de chocomaní,S/ 24.5 und,La Cesta,2024-12-06 13:49:36.798005,410.0,gr,spread mantequilla de chocomaní,24.5
nestlé manjar dulce de leche,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,nestlé manjar dulce de leche,14.5
piamonte manjar selecto,S/ 15.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,piamonte manjar selecto,15.5
spread dulce untable de piña,S/ 19.9 und,La Cesta,2024-12-06 13:49:36.798005,390.0,gr,spread dulce untable de piña,19.9
spread miel de abeja,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.798005,320.0,gr,spread miel de abeja,16.5
gloria mermelada fresa vaso,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.798005,290.0,gr,gloria mermelada fresa vaso,5.9
fanny mermelada fresa vaso,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.798005,290.0,gr,fanny mermelada fresa vaso,4.9
gloria mermelada de fresa,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.798005,310.0,gr,gloria mermelada de fresa,6.5
mermelada de fresa gloria frasco,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,mermelada de fresa gloria frasco,14.5
fanny mermelada de fresa ,S/ 8.5 und,La Cesta,2024-12-06 13:49:36.798005,320.0,gr,fanny mermelada de fresa,8.5
olivos del sur algarrobina,S/ 26.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,olivos del sur algarrobina,26.5
casa verde dip de alcachofa espinaca y queso,S/ 10.9 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,casa verde dip de alcachofa espinaca y queso,10.9
la reyna de oxapampa miel de abeja esencia natural,S/ 70.5 und,La Cesta,2024-12-06 13:49:36.798005,1.1,gr,la reyna de oxapampa miel de abeja esencia natural,70.5
la reyna de oxapampa miel de abeja natural,S/ 40.9 und,La Cesta,2024-12-06 13:49:36.798005,600.0,gr,la reyna de oxapampa miel de abeja natural,40.9
spread mantequilla de maní ,S/ 24.5 und,La Cesta,2024-12-06 13:49:36.798005,410.0,gr,spread mantequilla de maní,24.5
wasi mantequilla de maní orgánica,S/ 26.5 und,La Cesta,2024-12-06 13:49:36.798005,240.0,gr,wasi mantequilla de maní orgánica,26.5
bonle manjar blanco,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,bonle manjar blanco,4.9
spread mantequilla de 100% mani,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,230.0,gr,spread mantequilla de 100% mani,12.5
spread mantequilla de mani con miel de abeja,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,230.0,gr,spread mantequilla de mani con miel de abeja,12.5
spread mantequilla de 100% almendras,S/ 19.5 und,La Cesta,2024-12-06 13:49:36.798005,230.0,gr,spread mantequilla de 100% almendras,19.5
bonlé manjar blanco,S/ 23.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,bonlé manjar blanco,23.5
natures heart té infusión de frutos rojos,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.798005,35.0,gr,natures heart té infusión de frutos rojos,11.9
nature's heart infusión herbal mix 5 sabores,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.798005,20.0,und,natures heart infusión herbal mix 5 sabores,11.9
amaru cacao nibs libre de gluten,S/ 25.9 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,amaru cacao nibs libre de gluten,25.9
stash té herbal pomegranate strawberry tea,S/ 20.9 und,La Cesta,2024-12-06 13:49:36.798005,36.0,gr,stash té herbal pomegranate strawberry tea,20.9
d'onofrio cocoa,S/ 19.5 und,La Cesta,2024-12-06 13:49:36.798005,150.0,gr,donofrio cocoa,19.5
stash té herbal wild raspberry hibiscus,S/ 20.9 und,La Cesta,2024-12-06 13:49:36.798005,38.0,gr,stash té herbal wild raspberry hibiscus,20.9
naturandes emoliente tradicional,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,naturandes emoliente tradicional,9.5
natures heart te chai con especias,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,30.0,gr,natures heart te chai con especias,12.5
sol del cusco tableta sabor a chocolate para taza,S/ 2.9 und,La Cesta,2024-12-06 13:49:36.798005,90.0,gr,sol del cusco tableta sabor a chocolate para taza,2.9
 natures heart te inmunete con echinacea ,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,30.0,gr,natures heart te inmunete con echinacea,12.5
mc colins té negro naranja,S/ 3.83 und,La Cesta,2024-12-06 13:49:36.798005,25.0,und,mccolins té negro naranja,3.83
mc colins té puro,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,25.0,und,mccolins té puro,4.5
milo alimento en polvo a base de malta y cocoa con vitaminas,S/ 25.5 und,La Cesta,2024-12-06 13:49:36.798005,380.0,gr,milo alimento en polvo a base de malta y cocoa con vitaminas,25.5
nesquik bebida en polvo sabor a chocolate,S/ 16.9 und,La Cesta,2024-12-06 13:49:36.798005,400.0,gr,nesquik bebida en polvo sabor a chocolate,16.9
milo activ-go chocolate en polvo,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.798005,190.0,gr,milo activ go chocolate en polvo,13.9
natures heart té de matcha y vainilla,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,30.0,gr,natures heart té de matcha y vainilla,12.5
milo alimento en polvo activ-go,S/ 52.5 und,La Cesta,2024-12-06 13:49:36.798005,940.0,gr,milo alimento en polvo activ go,52.5
nature's heart té mix energiza,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.798005,30.0,gr,natures heart té mix energiza,12.9
natures heart té de flor de jamaica ,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,12.0,und,natures heart té de flor de jamaica,12.5
chuncho amaru super polvo de cacao,S/ 19.89 und,La Cesta,2024-12-06 13:49:36.798005,180.0,gr,chuncho amaru super polvo de cacao,19.89
manzanilla x 25 mc colin's,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.798005,1.0,und,manzanilla 25 mc colins,4.9
hornimans hierba luisa x 100 sobres,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,und,hornimans hierba luisa 100 sobres,11.5
mc colins té infusión hierba luisa dsx25sb,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.798005,25.0,und,mccolins té infusión hierba luisa dsx25sb,4.9
té verde mccolins 25un,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,und,té verde mccolins,4.5
nestlé chocolate sublime clásico,S/ 1.7 und,La Cesta,2024-12-06 13:49:36.798005,26.0,gr,nestlé chocolate sublime clásico,1.7
nestlé chocolate sublime almendras,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.798005,26.0,gr,nestlé chocolate sublime almendras,2.0
mc colins té canela y clavo,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,25.0,und,mccolins té canela y clavo,4.5
hornimans x 100,S/ 13.5 und,La Cesta,2024-12-06 13:49:36.798005,2.0,gr,hornimans 100,13.5
mc colins té infusión boldo dsx25sb,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.798005,25.0,und,mccolins té infusión boldo dsx25sb,4.9
altomayo café instantáneo clásico,S/ 20.5 und,La Cesta,2024-12-06 13:49:36.798005,180.0,gr,altomayo café instantáneo clásico,20.5
dolce gusto café cappuccino cápsulas,S/ 39.9 und,La Cesta,2024-12-06 13:49:36.798005,186.4,gr,dolce gusto café cappuccino cápsulas,39.9
kirma café instantáneo con caramelo,S/ 25.9 und,La Cesta,2024-12-06 13:49:36.798005,190.0,gr,kirma café instantáneo con caramelo,25.9
britt cápsula de espresso café arábica intenso,S/ 34.9 und,La Cesta,2024-12-06 13:49:36.798005,10.0,und,britt cápsula de espresso café arábica intenso,34.9
sello rojo café tostado y molido tradicional,S/ 25.5 und,La Cesta,2024-12-06 13:49:36.798005,425.0,gr,sello rojo café tostado y molido tradicional,25.5
dolce gusto nescafé café americano,S/ 39.9 und,La Cesta,2024-12-06 13:49:36.798005,128.0,gr,dolce gusto nescafé café americano,39.9
amaru café arabigo tostado en grano,S/ 32.0 und,La Cesta,2024-12-06 13:49:36.798005,250.0,gr,amaru café arabigo tostado en grano,32.0
altomayo café instantáneo intenso gourmet,S/ 8.5 und,La Cesta,2024-12-06 13:49:36.798005,45.0,gr,altomayo café instantáneo intenso gourmet,8.5
altomayo café tostado molido clásico,S/ 24.9 und,La Cesta,2024-12-06 13:49:36.798005,450.0,gr,altomayo café tostado molido clásico,24.9
juan valdez café soluble liofilizado,S/ 37.5 und,La Cesta,2024-12-06 13:49:36.798005,95.0,gr,juan valdez café soluble liofilizado,37.5
juan valdez café instantáneo remium colombiano liofilizado,S/ 20.5 und,La Cesta,2024-12-06 13:49:36.798005,50.0,gr,juan valdez café instantáneo remium colombiano liofilizado,20.5
britt café molido espresso,S/ 44.9 und,La Cesta,2024-12-06 13:49:36.798005,250.0,gr,britt café molido espresso,44.9
altomayo café molido clásico,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,altomayo café molido clásico,11.9
natures heart crema para café,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,ml,natures heart crema para café,12.5
nescafé café moka,S/ 22.5 und,La Cesta,2024-12-06 13:49:36.798005,144.0,gr,nescafé café moka,22.5
altomayo café instantáneo clásico,S/ 23.5 und,La Cesta,2024-12-06 13:49:36.798005,170.0,gr,altomayo café instantáneo clásico,23.5
altomayo café instantáneo clásico,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.798005,45.0,gr,altomayo café instantáneo clásico,7.9
nescafé café instantáneo tradición,S/ 25.5 und,La Cesta,2024-12-06 13:49:36.798005,100.0,gr,nescafé café instantáneo tradición,25.5
nescafé café decaf instantáneo descafeinado ,S/ 41.5 und,La Cesta,2024-12-06 13:49:36.798005,170.0,gr,nescafé café decaf instantáneo descafeinado,41.5
britt café molido tostado oscuro,S/ 44.9 und,La Cesta,2024-12-06 13:49:36.798005,250.0,gr,britt café molido tostado oscuro,44.9
britt café molido leyenda mocha,S/ 23.9 und,La Cesta,2024-12-06 13:49:36.798005,250.0,gr,britt café molido leyenda mocha,23.9
juan valdez café soluble liofilizado,S/ 35.5 und,La Cesta,2024-12-06 13:49:36.798005,95.0,gr,juan valdez café soluble liofilizado,35.5
cafetal café instantáneo,S/ 19.5 und,La Cesta,2024-12-06 13:49:36.798005,90.0,gr,cafetal café instantáneo,19.5
cafetal café instantáneo 8 g x 12 und,S/ 15.5 und,La Cesta,2024-12-06 13:49:36.798005,8.0,gr,cafetal café instantáneo,15.5
nescafé café instantáneo tradición,S/ 31.5 und,La Cesta,2024-12-06 13:49:36.798005,170.0,gr,nescafé café instantáneo tradición,31.5
blanca flor harina de trigo preparada,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,blanca flor harina de trigo preparada,9.5
molitalia harina preparada para repostería,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,molitalia harina preparada para repostería,7.9
molitalia harina sin preparar cocina,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,molitalia harina sin preparar cocina,7.5
maizena duryea pura fécula de maíz,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,maizena duryea pura fécula de maíz,12.9
nicolini harina de trigo preparada,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,nicolini harina de trigo preparada,6.9
umsha chuño en polvo,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,180.0,gr,umsha chuño en polvo,4.5
postres en casa mezcla galletas chocohips,S/ 11.9 und,La Cesta,2024-12-06 13:49:36.798005,320.0,gr,postres en casa mezcla galletas chocohips,11.9
p.a.n. harina 100% maíz blanco,S/ 10.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,pan harina 100% maíz blanco,10.5
lakanto mezcla para brownie mix sin azúcar,S/ 67.9 und,La Cesta,2024-12-06 13:49:36.798005,275.0,gr,lakanto mezcla para brownie mix sin azúcar,67.9
molitalia sémola de trigos seleccionados ,S/ 1.99 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,molitalia sémola de trigos seleccionados,1.99
san sen masa de wantan,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,san sen masa de wantan,5.5
chuño universal fécula de patata,S/ 3.4 und,La Cesta,2024-12-06 13:49:36.798005,180.0,gr,chuño universal fécula de patata,3.4
pan harina de maíz amarillo precocida,S/ 10.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,pan harina de maíz amarillo precocida,10.5
blanca flor harina de trigo sin preparar cocina,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,blanca flor harina de trigo sin preparar cocina,7.9
empanada de carne cg,S/ 5.9 und,Listo,2024-12-06 13:49:36.813631,1.0,und,empanada de carne cg,5.9
gf empanada mixta,S/ 4.9 und,Listo,2024-12-06 13:49:36.813631,1.0,und,gf empanada mixta,4.9
empanada mixta,S/ 5.9 und,Listo,2024-12-06 13:49:36.813631,1.0,und,empanada mixta,5.9
listo croissant full queso,S/ 8.9 und,Listo,2024-12-06 13:49:36.813631,1.0,und,listo croissant full queso,8.9
listo pizza personal americana,S/ 7.5 und,Listo,2024-12-06 13:49:36.813631,1.0,und,listo pizza personal americana,7.5
listo pizza grande pepperoni,S/ 16.9 und,Listo,2024-12-06 13:49:36.813631,1.0,und,listo pizza grande pepperoni,16.9
listo pizza grande americana,S/ 15.9 und,Listo,2024-12-06 13:49:36.813631,1.0,und,listo pizza grande americana,15.9
pringles papa sabor a queso,S/ 9.9 und,Listo,2024-12-06 13:49:36.844881,109.0,gr,pringles papa sabor a queso,9.9
cheetos snack de maíz sabor a queso picante,S/ 6.5 und,Listo,2024-12-06 13:49:36.844881,90.0,gr,cheetos snack de maíz sabor a queso picante,6.5
piqueo snax mix de botanas original,S/ 10.9 und,Listo,2024-12-06 13:49:36.844881,200.0,gr,piqueo snax mix de botanas original,10.9
inka chips mezcla de hojuela vegetal tropical con sal frita,S/ 7.9 und,Listo,2024-12-06 13:49:36.844881,125.0,gr,inka chips mezcla de hojuela vegetal tropical con sal frita,7.9
lays clas papa frita,S/ 3.2 und,Listo,2024-12-06 13:49:36.844881,34.0,gr,lays clas papa frita,3.2
piqueo snax original,S/ 6.2 und,Listo,2024-12-06 13:49:36.844881,100.0,gr,piqueo snax original,6.2
tostitos redondos salado,S/ 11.9 und,Listo,2024-12-06 13:49:36.844881,200.0,gr,tostitos redondos salado,11.9
tiyapuy hojuela de papa nativas mix,S/ 9.7 und,Listo,2024-12-06 13:49:36.844881,142.0,gr,tiyapuy hojuela de papa nativas mix,9.7
 lays papas fritas clásicas,S/ 8.2 und,Listo,2024-12-06 13:49:36.844881,150.0,gr,lays papas fritas clásicas,8.2
inka chips de camote con sal marina,S/ 7.9 und,Listo,2024-12-06 13:49:36.844881,130.0,gr,inka chips de camote con sal marina,7.9
takis snack de maíz fuego,S/ 13.5 und,Listo,2024-12-06 13:49:36.844881,200.0,gr,takis snack de maíz fuego,13.5
inka chips papas fritas onduladas sabor finas hierbas & lima,S/ 9.6 und,Listo,2024-12-06 13:49:36.844881,115.0,gr,inka chips papas fritas onduladas sabor finas hierbas lima,9.6
papas lays ondas clásicas,S/ 8.2 und,Listo,2024-12-06 13:49:36.844881,140.0,gr,papas lays ondas clásicas,8.2
crickets chifles picantes,S/ 10.5 und,Listo,2024-12-06 13:49:36.844881,250.0,gr,crickets chifles picantes,10.5
inka corn maíz gigante frito salado original,S/ 7.9 und,Listo,2024-12-06 13:49:36.844881,100.0,gr,inka corn maíz gigante frito salado original,7.9
doritos pasaboca queso atrevido,S/ 10.9 und,Listo,2024-12-06 13:49:36.844881,145.0,gr,doritos pasaboca queso atrevido,10.9
piqueo snax original,S/ 12.9 und,Listo,2024-12-06 13:49:36.844881,260.0,gr,piqueo snax original,12.9
doritos flamin hot,S/ 6.2 und,Listo,2024-12-06 13:49:36.844881,100.0,gr,doritos flamin hot,6.2
cheetos snack mega queso,S/ 10.2 und,Listo,2024-12-06 13:49:36.844881,152.0,gr,cheetos snack mega queso,10.2
inka chips snack veggie de yuca,S/ 7.9 und,Listo,2024-12-06 13:49:36.844881,130.0,gr,inka chips snack veggie de yuca,7.9
 crickets snack de habas saladas ,S/ 5.9 und,Listo,2024-12-06 13:49:36.844881,100.0,gr,crickets snack de habas saladas,5.9
lays papas clásicas,S/ 5.5 und,Listo,2024-12-06 13:49:36.844881,70.0,gr,lays papas clásicas,5.5
lays papa frita ondas picantes,S/ 8.2 und,Listo,2024-12-06 13:49:36.844881,105.0,gr,lays papa frita ondas picantes,8.2
inka corn maíz gigante sabor a chile picante,S/ 7.9 und,Listo,2024-12-06 13:49:36.844881,100.0,gr,inka corn maíz gigante sabor a chile picante,7.9
inka corn maíz gigante original,S/ 3.6 und,Listo,2024-12-06 13:49:36.844881,42.0,gr,inka corn maíz gigante original,3.6
crickets chips de plátano salado,S/ 10.2 und,Listo,2024-12-06 13:49:36.844881,200.0,gr,crickets chips de plátano salado,10.2
inka chips papas fritas onduladas sabor búfalo,S/ 9.8 und,Listo,2024-12-06 13:49:36.844881,115.0,gr,inka chips papas fritas onduladas sabor búfalo,9.8
inka chips papas fritas onduladas sabor tomate albahaca y oliva,S/ 9.6 und,Listo,2024-12-06 13:49:36.844881,115.0,gr,inka chips papas fritas onduladas sabor tomate albahaca y oliva,9.6
inka corn maíz gigante con chile picante,S/ 3.6 und,Listo,2024-12-06 13:49:36.844881,42.0,gr,inka corn maíz gigante con chile picante,3.6
crickets chifles salados,S/ 20.9 und,Listo,2024-12-06 13:49:36.844881,500.0,gr,crickets chifles salados,20.9
takis tortilla frita explosión,S/ 8.5 und,Listo,2024-12-06 13:49:36.844881,90.0,gr,takis tortilla frita explosión,8.5
lays papas artesanas sal marina,S/ 8.9 und,Listo,2024-12-06 13:49:36.844881,135.0,gr,lays papas artesanas sal marina,8.9
tiyapuy snack hojuela de camote,S/ 7.9 und,Listo,2024-12-06 13:49:36.844881,142.0,gr,tiyapuy snack hojuela de camote,7.9
stefany rosquitas,S/ 4.2 und,Listo,2024-12-06 13:49:36.844881,100.0,gr,stefany rosquitas,4.2
crickets chifle picante,S/ 20.9 und,Listo,2024-12-06 13:49:36.844881,500.0,gr,crickets chifle picante,20.9
costa galleta wafer sabor a fresa,S/ 3.2 und,Listo,2024-12-06 13:49:36.844881,105.0,gr,costa galleta wafer sabor a fresa,3.2
field galleta coronita chocolate,S/ 1.5 und,Listo,2024-12-06 13:49:36.844881,38.0,gr,field galleta coronita chocolate,1.5
picaras galleta mini clásica con chocolate,S/ 2.1 und,Listo,2024-12-06 13:49:36.844881,46.0,gr,picaras galleta mini clásica con chocolate,2.1
chocosoda galleta de soda con sabor a chocolate,S/ 2.1 und,Listo,2024-12-06 13:49:36.844881,36.0,gr,chocosoda galleta de soda con sabor a chocolate,2.1
costa galleta wafer sabor a vainilla,S/ 3.2 und,Listo,2024-12-06 13:49:36.844881,105.0,gr,costa galleta wafer sabor a vainilla,3.2
picaras galleta extrema,S/ 1.5 und,Listo,2024-12-06 13:49:36.844881,38.0,gr,picaras galleta extrema,1.5
field galletas travesuras cubiertas de chocolate,S/ 3.5 und,Listo,2024-12-06 13:49:36.844881,50.0,gr,field galletas travesuras cubiertas de chocolate,3.5
san jorge galletas dulces animalitos los originales,S/ 2.4 und,Listo,2024-12-06 13:49:36.844881,150.0,gr,san jorge galletas dulces animalitos los originales,2.4
ritz queso,S/ 1.9 und,Listo,2024-12-06 13:49:36.844881,22.0,gr,ritz queso,1.9
doña pepa galleta con cobertura sabor a chocolate,S/ 1.9 und,Listo,2024-12-06 13:49:36.844881,30.0,gr,doña pepa galleta con cobertura sabor a chocolate,1.9
costa galletas sabor chocolate frac,S/ 1.4 und,Listo,2024-12-06 13:49:36.844881,45.5,gr,costa galletas sabor chocolate frac,1.4
ritz galletas saladas mini sabor original,S/ 2.5 und,Listo,2024-12-06 13:49:36.844881,50.0,gr,ritz galletas saladas mini sabor original,2.5
nutrishake galletas con quinoa y arándanos deshidratado,S/ 3.2 und,Listo,2024-12-06 13:49:36.844881,30.0,gr,nutrishake galletas con quinoa y arándanos deshidratado,3.2
