description,price,website,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
electrolife bebida rehidratante fresa,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.766757,625.0,ml,electrolife bebida rehidratante fresa,7.9
electrolife bebida rehidratante uva,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.766757,625.0,ml,electrolife bebida rehidratante uva,7.9
electrolife bebida rehidratante fresa-kiwi,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.766757,625.0,ml,electrolife bebida rehidratante fresa kiwi,7.9
suerox bebida hidratante sabor manzana ,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.766757,630.0,ml,suerox bebida hidratante sabor manzana,6.5
powerade bebida hidratante uva 600 ml,S/ 2.86 und,La Cesta,2024-12-06 13:49:36.766757,600.0,ml,powerade bebida hidratante uva,2.86
powerade bebida hidratante limón 600 ml,S/ 2.86 und,La Cesta,2024-12-06 13:49:36.766757,600.0,ml,powerade bebida hidratante limón,2.86
red bull bebida energizante red edition,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.766757,250.0,ml,red bull bebida energizante red edition,7.9
powerade bebida hidratante mora 600 ml,S/ 2.86 und,La Cesta,2024-12-06 13:49:36.766757,600.0,ml,powerade bebida hidratante mora,2.86
powerade bebida hidratante multifrutas 600 ml,S/ 2.86 und,La Cesta,2024-12-06 13:49:36.766757,600.0,ml,powerade bebida hidratante multifrutas,2.86
suerox bebida hidratante naranja mandarina,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.766757,630.0,ml,suerox bebida hidratante naranja mandarina,6.9
powerade bebida hidratante maracuyá 600 ml,S/ 2.86 und,La Cesta,2024-12-06 13:49:36.766757,600.0,ml,powerade bebida hidratante maracuyá,2.86
sporade rehidratante sin azúcar sabor tropical,S/ 2.4 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,sporade rehidratante sin azúcar sabor tropical,2.4
bebida energizante volt ginseng,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.766757,473.0,ml,bebida energizante volt ginseng,4.9
volt energizante ginseng,S/ 3.7 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,volt energizante ginseng,3.7
c4 energy bebida energética frozen bombsicle,S/ 15.5 und,La Cesta,2024-12-06 13:49:36.766757,473.0,ml,c4 energy bebida energética frozen bombsicle,15.5
guaraná bebida gaseosa original,S/ 2.2 und,La Cesta,2024-12-06 13:49:36.766757,450.0,ml,guaraná bebida gaseosa original,2.2
fanta gaseosa sabor a naranja 500 ml,S/ 2.7 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,fanta gaseosa sabor a naranja,2.7
backus guaraná bebida gaseosa sabor original 2l,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.766757,2.0,l,backus guaraná bebida gaseosa sabor original,5.9
britvic agua tónica,S/ 55.11 und,La Cesta,2024-12-06 13:49:36.766757,150.0,ml,britvic agua tónica,55.11
britvic bebida sabor a ginger ale spicy,S/ 63.5 und,La Cesta,2024-12-06 13:49:36.766757,150.0,ml,britvic bebida sabor a ginger ale spicy,63.5
backus bebida gaseosa sabor guaraná original,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.766757,3.0,l,backus bebida gaseosa sabor guaraná original,7.9
coca-cola gaseosa sabor original botella 1 l,S/ 5.09 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,coca cola gaseosa sabor original,5.09
sprite bebida gaseosa lima limón 2.25 l,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.766757,2.25,l,sprite bebida gaseosa lima limón,9.9
coca-cola bebida gaseosa sin azúcar,S/ 5.09 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,coca cola bebida gaseosa sin azúcar,5.09
inca kola bebida gaseosa original 2.5 l,S/ 10.4 und,La Cesta,2024-12-06 13:49:36.766757,2.5,l,inca kola bebida gaseosa original,10.4
fanta gaseosa sabor naranja 2.25 l,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.766757,2.25,l,fanta gaseosa sabor naranja,9.9
gaseosa pepsi botella,S/ 2.96 und,La Cesta,2024-12-06 13:49:36.766757,600.0,ml,gaseosa pepsi,2.96
bebida ready to drink mule by portón lata,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.766757,355.0,ml,bebida ready to drink mule by portón lata,12.9
pepsi gaseosa sabor cola,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.766757,3.0,l,pepsi gaseosa sabor cola,9.5
pepsi gaseosa sabor cola,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,pepsi gaseosa sabor cola,4.5
coca-cola bebida gaseosa sabor original 500 ml,S/ 15.0 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,coca cola bebida gaseosa sabor original,15.0
coca-cola gaseosa sabor original 500 ml,S/ 3.0 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,coca cola gaseosa sabor original,3.0
schweppes gaseosa citrus 500 ml,S/ 2.9 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,schweppes gaseosa citrus,2.9
schweppes gaseosa citrus sin azúcar 1.5 l,S/ 6.63 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,schweppes gaseosa citrus sin azúcar,6.63
inca kola gaseosa sin azúcar 1 l,S/ 5.09 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,inca kola gaseosa sin azúcar,5.09
pepsi gaseosa ,S/ 2.01 und,La Cesta,2024-12-06 13:49:36.766757,355.0,ml,pepsi gaseosa,2.01
concordia gaseosa sabor a piña,S/ 8.5 und,La Cesta,2024-12-06 13:49:36.766757,3.0,l,concordia gaseosa sabor a piña,8.5
inca kola gaseosa sin azúcar,S/ 13.5 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,inca kola gaseosa sin azúcar,13.5
inca kola gaseosa sabor original 3 l,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.766757,3.0,l,inca kola gaseosa sabor original,12.9
coca-cola gaseosa sabor original 2.5 l,S/ 9.88 und,La Cesta,2024-12-06 13:49:36.766757,2.5,l,coca cola gaseosa sabor original,9.88
coca-cola gaseosa sabor original 3 l,S/ 14.9 und,La Cesta,2024-12-06 13:49:36.766757,3.0,l,coca cola gaseosa sabor original,14.9
bebida ready to drink punch by portón lata,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.766757,355.0,ml,bebida ready to drink punch by portón lata,12.9
maltin bebida de malta maltín polar,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.766757,1.0,und,maltin bebida de malta maltín polar,7.5
evervess gaseosa ginger ale,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,evervess gaseosa ginger ale,7.5
sprite bebida gaseosa lima limón 500 ml,S/ 2.7 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,sprite bebida gaseosa lima limón,2.7
inca kola bebida gaseosa sin azúcar 1.5 l,S/ 6.87 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,inca kola bebida gaseosa sin azúcar,6.87
coca-cola refresco sin azúcar 1.5 l,S/ 6.87 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,coca cola refresco sin azúcar,6.87
pepsi zero azúcar botella 355 ml,S/ 1.8 und,La Cesta,2024-12-06 13:49:36.766757,355.0,ml,pepsi zero azúcar,1.8
coca-cola gaseosa sin azúcar 500 ml,S/ 2.9 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,coca cola gaseosa sin azúcar,2.9
inca kola bebida gaseosa sin azúcar 500 ml,S/ 3.0 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,inca kola bebida gaseosa sin azúcar,3.0
schweppes gaseosa ginger ale 500 ml,S/ 2.9 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,schweppes gaseosa ginger ale,2.9
gloria bebida naranja,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,gloria bebida naranja,5.5
bebida de durazno gloria caja,S/ 7.9 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,bebida de durazno gloria caja,7.9
gloria bebida sabor a mango,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,gloria bebida sabor a mango,4.5
frugos jugo fresh fruit punch,S/ 1.7 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,frugos jugo fresh fruit punch,1.7
frugos fresh citrus bebida de naranja,S/ 1.7 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,frugos fresh citrus bebida de naranja,1.7
pulp néctar sabor a durazno,S/ 2.54 und,La Cesta,2024-12-06 13:49:36.766757,315.0,ml,pulp néctar sabor a durazno,2.54
del valle frugos durazno 1.5 l,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,del valle frugos durazno,6.9
del valle frugos naranja 1 l botella,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,del valle frugos naranja,5.9
frugos del valle fresh jugo sabor manzana 500 ml,S/ 1.7 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,frugos del valle fresh jugo sabor manzana,1.7
frugos del valle bebida de naranja,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,frugos del valle bebida de naranja,6.9
del valle frugos durazno 1 l botella,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,del valle frugos durazno,5.9
bebida frutaris sabor frutas cítricas botella,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.766757,3.0,l,bebida frutaris sabor frutas cítricas,6.9
watts jugo sabor pera,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,watts jugo sabor pera,5.5
watts jugo sabor naranja,S/ 3.27 und,La Cesta,2024-12-06 13:49:36.766757,350.0,ml,watts jugo sabor naranja,3.27
frugos jugo fresh citrus de naranja 1.5 l,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.766757,1.5,l,frugos jugo fresh citrus de naranja,4.9
epic jugo de naranja,S/ 4.4 und,La Cesta,2024-12-06 13:49:36.766757,380.0,ml,epic jugo de naranja,4.4
epic jugo de arándano piña,S/ 4.4 und,La Cesta,2024-12-06 13:49:36.766757,380.0,ml,epic jugo de arándano piña,4.4
electrolife bebida rehidratante naranja-mandarina,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.766757,625.0,ml,electrolife bebida rehidratante naranja mandarina,5.9
epic jugo de naranja ,S/ 9.2 und,La Cesta,2024-12-06 13:49:36.766757,880.0,ml,epic jugo de naranja,9.2
bebida de durazno pulp caja,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,bebida de durazno pulp caja,4.5
epic jugo de naranja,S/ 3.04 und,La Cesta,2024-12-06 13:49:36.766757,250.0,ml,epic jugo de naranja,3.04
de valle frugos bebida de piña mandarina 1 l,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.766757,1.0,l,de valle frugos bebida de piña mandarina,5.9
gloria bebida de durazno,S/ 2.9 und,La Cesta,2024-12-06 13:49:36.782381,500.0,ml,gloria bebida de durazno,2.9
del valle frugos bebida de durazno,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.782381,970.0,ml,del valle frugos bebida de durazno,4.9
pulp bebida surtido vidrio,S/ 2.3 und,La Cesta,2024-12-06 13:49:36.782381,300.0,ml,pulp bebida surtido vidrio,2.3
del valle frugos bebida de naranja,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.782381,970.0,ml,del valle frugos bebida de naranja,4.9
jugo de manzana y camu camu bio botella,S/ 3.6 und,La Cesta,2024-12-06 13:49:36.782381,300.0,ml,jugo de manzana y camu camu bio,3.6
tampico bebida citrus punch,S/ 1.75 und,La Cesta,2024-12-06 13:49:36.782381,500.0,ml,tampico bebida citrus punch,1.75
jugo de arándano uva y manzana bio botella,S/ 3.6 und,La Cesta,2024-12-06 13:49:36.782381,300.0,ml,jugo de arándano uva y manzana bio,3.6
del valle frugos bebida de manzana,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.782381,970.0,ml,del valle frugos bebida de manzana,4.9
del valle frugos bebida de mango,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.782381,970.0,ml,del valle frugos bebida de mango,4.9
gloria bebida de maracuyá,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.782381,1.0,l,gloria bebida de maracuyá,4.5
gloria bebida piña,S/ 5.9 und,La Cesta,2024-12-06 13:49:36.782381,1.0,l,gloria bebida piña,5.9
gloria bebida casera chicha morada,S/ 2.82 und,La Cesta,2024-12-06 13:49:36.782381,400.0,ml,gloria bebida casera chicha morada,2.82
aruba jugo granadilla,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.782381,3.0,l,aruba jugo granadilla,6.5
watts jugo de naranja,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.782381,1.0,l,watts jugo de naranja,5.5
kero bebida de aloe vera sabor a uva,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.782381,300.0,ml,kero bebida de aloe vera sabor a uva,4.5
watts bebida de durazno con vitamina,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.782381,1.0,l,watts bebida de durazno con vitamina,4.9
epic jugo de zanahoria naranja,S/ 4.4 und,La Cesta,2024-12-06 13:49:36.782381,380.0,ml,epic jugo de zanahoria naranja,4.4
tampico bebida sabor granadilla punch,S/ 2.25 und,La Cesta,2024-12-06 13:49:36.782381,500.0,ml,tampico bebida sabor granadilla punch,2.25
tampico jugo citrus punch sabor a naranja mandarina y limón,S/ 2.25 und,La Cesta,2024-12-06 13:49:36.782381,500.0,ml,tampico jugo citrus punch sabor a naranja mandarina y limón,2.25
ocean spray bebida de arándano classic light,S/ 20.5 und,La Cesta,2024-12-06 13:49:36.782381,1.0,l,ocean spray bebida de arándano classic light,20.5
ocean spray bebida de arándano y uva light 1l,S/ 20.5 und,La Cesta,2024-12-06 13:49:36.782381,1.0,l,ocean spray bebida de arándano y uva light,20.5
golden agua de piña light 485 ml,S/ 13.5 und,La Cesta,2024-12-06 13:49:36.782381,485.0,ml,golden agua de piña light,13.5
bebida de mango pulp caja,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.782381,1.0,l,bebida de mango pulp caja,4.5
mg spirit bebida alcohólica ready to spirit manzana,S/ 8.5 und,La Cesta,2024-12-06 13:49:36.782381,275.0,ml,mg spirit bebida alcohólica ready to spirit manzana,8.5
bebida pulp durazno botella,S/ 2.3 und,La Cesta,2024-12-06 13:49:36.782381,300.0,ml,bebida pulp durazno,2.3
bebida instantánea nescafé vainilla latte 8un,S/ 22.5 und,La Cesta,2024-12-06 13:49:36.766757,1.0,und,bebida instantánea nescafé vainilla latte,22.5
free tea té verde helado sabor a limón,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.766757,450.0,ml,free tea té verde helado sabor a limón,12.9
free tea té negro,S/ 2.97 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,free tea té negro,2.97
leaf tea gloria te verde limon,S/ 1.87 und,La Cesta,2024-12-06 13:49:36.766757,400.0,ml,leaf tea gloria te verde limon,1.87
free tea té verde helado light sabor a limón,S/ 2.97 und,La Cesta,2024-12-06 13:49:36.766757,450.0,ml,free tea té verde helado light sabor a limón,2.97
natures heart bebida de almendra y café,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.766757,330.0,ml,natures heart bebida de almendra y café,9.5
free tea té verde sabor a limón,S/ 2.97 und,La Cesta,2024-12-06 13:49:36.766757,450.0,ml,free tea té verde sabor a limón,2.97
free tea té negro sabor a durazno,S/ 2.97 und,La Cesta,2024-12-06 13:49:36.766757,500.0,ml,free tea té negro sabor a durazno,2.97
kimbo cebada tostada instantánea ,S/ 10.9 und,La Cesta,2024-12-06 13:49:36.766757,164.0,gr,kimbo cebada tostada instantánea,10.9
milo active-go doypack 350 g,S/ 17.9 und,La Cesta,2024-12-06 13:49:36.766757,350.0,gr,milo active go,17.9
vargas jarabe de goma espumante para cocteles,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.766757,750.0,ml,vargas jarabe de goma espumante para cocteles,16.5
vargas jarabe de granadina,S/ 15.5 und,La Cesta,2024-12-06 13:49:36.766757,750.0,ml,vargas jarabe de granadina,15.5
don vittorio fideo spaghetti ,S/ 3.8 und,La Cesta,2024-12-06 13:49:36.798005,450.0,gr,don vittorio fideo spaghetti,3.8
don vittorio fideo cabello,S/ 2.1 und,La Cesta,2024-12-06 13:49:36.798005,250.0,gr,don vittorio fideo cabello,2.1
don vittorio fideo tipo spaghetti,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.798005,950.0,gr,don vittorio fideo tipo spaghetti,7.5
don vittorio pasta de trigo corbata chica,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.798005,235.0,gr,don vittorio pasta de trigo corbata chica,2.0
molitalia fideo tipo spaghetti,S/ 3.9 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,molitalia fideo tipo spaghetti,3.9
don vittorio fideo rigatoni,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.798005,235.0,gr,don vittorio fideo rigatoni,2.0
agnesi spaghetti 03,S/ 12.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,agnesi spaghetti 03,12.5
don vittorio pasta canuto chico,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.798005,235.0,gr,don vittorio pasta canuto chico,2.0
don vittorio fideo fettuccini,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.798005,950.0,gr,don vittorio fideo fettuccini,7.5
antigua taberna queirolo pasta ravioles carne,S/ 29.99 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,antigua taberna queirolo pasta ravioles carne,29.99
antigua taberna queirolo pasta ravioles espinaca y ricotta,S/ 29.05 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,antigua taberna queirolo pasta ravioles espinaca y ricotta,29.05
don vittorio pasta de trigo tornillo,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.798005,225.0,gr,don vittorio pasta de trigo tornillo,2.0
don vittorio pasta canuto rayado,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.798005,235.0,gr,don vittorio pasta canuto rayado,2.0
don vittorio pasta codo rayado n° 17 ,S/ 2.0 und,La Cesta,2024-12-06 13:49:36.798005,225.0,gr,don vittorio pasta codo rayado n° 17,2.0
molitalia fideos cabellos de ángel,S/ 2.09 und,La Cesta,2024-12-06 13:49:36.798005,250.0,gr,molitalia fideos cabellos de ángel,2.09
molitalia fideos tornillo,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,molitalia fideos tornillo,4.5
molitalia pasta corta macarrón,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,molitalia pasta corta macarrón,4.5
molitalia fideos tornillo,S/ 1.8 und,La Cesta,2024-12-06 13:49:36.798005,235.0,gr,molitalia fideos tornillo,1.8
molitalia tallarín #42,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.798005,450.0,gr,molitalia tallarín #42,3.5
molitalia rigatoni,S/ 1.8 und,La Cesta,2024-12-06 13:49:36.798005,1.0,und,molitalia rigatoni,1.8
fusilli tricolor molitalia,S/ 2.2 und,La Cesta,2024-12-06 13:49:36.798005,235.0,gr,fusilli tricolor molitalia,2.2
molitalia pasta spaghetti fideos largos,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.798005,950.0,gr,molitalia pasta spaghetti fideos largos,6.9
ajinomen sopa instantánea con fideos sabor gallina,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.798005,51.0,gr,ajinomen sopa instantánea con fideos sabor gallina,3.5
alacena crema de rocoto uchucuta,S/ 13.5 und,La Cesta,2024-12-06 13:49:36.798005,400.0,gr,alacena crema de rocoto uchucuta,13.5
alacena crema de ají tarí,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.798005,400.0,gr,alacena crema de ají tarí,16.5
ajinomen sopa instantánea con fideos sabor carne,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.798005,51.0,gr,ajinomen sopa instantánea con fideos sabor carne,3.5
nissin ramen pasta sabor verdura,S/ 2.29 und,La Cesta,2024-12-06 13:49:36.798005,85.0,gr,nissin ramen pasta sabor verdura,2.29
nissin sopa instantánea ramen con pastas sabor a pollo,S/ 2.29 und,La Cesta,2024-12-06 13:49:36.798005,85.0,gr,nissin sopa instantánea ramen con pastas sabor a pollo,2.29
nissin sopa ramen de pasta sabor carne,S/ 2.29 und,La Cesta,2024-12-06 13:49:36.798005,85.0,gr,nissin sopa ramen de pasta sabor carne,2.29
knorr puré de papa,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.798005,125.0,gr,knorr puré de papa,4.9
ajinomen sopa instantánea de pollo,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.798005,51.0,gr,ajinomen sopa instantánea de pollo,3.5
ajinomen sopa instantánea de fideos sabor a gallina criolla,S/ 1.89 und,La Cesta,2024-12-06 13:49:36.798005,80.0,gr,ajinomen sopa instantánea de fideos sabor a gallina criolla,1.89
ajinomen sopa de fideos instantánea sabor oriental,S/ 1.89 und,La Cesta,2024-12-06 13:49:36.798005,80.0,gr,ajinomen sopa de fideos instantánea sabor oriental,1.89
ajinomen sopa pollo - generic brand - 80 g,S/ 1.89 und,La Cesta,2024-12-06 13:49:36.798005,80.0,gr,ajinomen sopa pollo generic brand,1.89
ajinomen sopa instantánea gallina,S/ 1.89 und,La Cesta,2024-12-06 13:49:36.798005,80.0,gr,ajinomen sopa instantánea gallina,1.89
ajinomen sopa instantanea sabor pollo con quinua,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,57.0,gr,ajinomen sopa instantanea sabor pollo con quinua,4.5
ajinomen sopa instantánea con fideos sabor a gallina picante,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.798005,51.0,gr,ajinomen sopa instantánea con fideos sabor a gallina picante,3.5
casa verde crema de rocoto,S/ 4.5 und,La Cesta,2024-12-06 13:49:36.798005,75.0,gr,casa verde crema de rocoto,4.5
linea verde verdura para sopa mixta,S/ 8.5 und,La Cesta,2024-12-06 13:49:36.798005,300.0,gr,linea verde verdura para sopa mixta,8.5
ajinomen sopa instantánea sabor pollo con verduras,S/ 1.89 und,La Cesta,2024-12-06 13:49:36.798005,80.0,gr,ajinomen sopa instantánea sabor pollo con verduras,1.89
ajinomen sopa instantánea gallina picante,S/ 1.89 und,La Cesta,2024-12-06 13:49:36.798005,80.0,gr,ajinomen sopa instantánea gallina picante,1.89
ajinomen sopa carne - generic brand - 80 g,S/ 1.89 und,La Cesta,2024-12-06 13:49:36.798005,80.0,gr,ajinomen sopa carne generic brand,1.89
sopa instantánea ajinomen carne picante,S/ 3.5 und,La Cesta,2024-12-06 13:49:36.798005,51.0,gr,sopa instantánea ajinomen carne picante,3.5
dulfina azúcar rubia,S/ 5.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,dulfina azúcar rubia,5.5
splenda endulzante en polvo ,S/ 51.5 und,La Cesta,2024-12-06 13:49:36.798005,100.0,gr,splenda endulzante en polvo,51.5
dulfina azúcar rubia,S/ 24.5 und,La Cesta,2024-12-06 13:49:36.798005,5.0,kg,dulfina azúcar rubia,24.5
costeño azúcar rubia,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.798005,1.0,und,costeño azúcar rubia,6.9
costeño azúcar blanca,S/ 6.9 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,costeño azúcar blanca,6.9
splenda edulcorante en tabletas,S/ 24.9 und,La Cesta,2024-12-06 13:49:36.798005,1.5,gr,splenda edulcorante en tabletas,24.9
dulfina azúcar blanca refinada,S/ 6.5 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,dulfina azúcar blanca refinada,6.5
dulfina azucar blanca,S/ 28.9 und,La Cesta,2024-12-06 13:49:36.798005,5.0,kg,dulfina azucar blanca,28.9
fratello azúcar especial impalpable para repostería fina,S/ 12.9 und,La Cesta,2024-12-06 13:49:36.798005,1.0,kg,fratello azúcar especial impalpable para repostería fina,12.9
amaru mezcla en polvo de yacón con stevia,S/ 51.9 und,La Cesta,2024-12-06 13:49:36.798005,80.0,und,amaru mezcla en polvo de yacón con stevia,51.9
amaru stevia y yacon ,S/ 65.5 und,La Cesta,2024-12-06 13:49:36.798005,50.0,gr,amaru stevia y yacon,65.5
fitness cereal original ,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.798005,285.0,gr,fitness cereal original,16.5
trix cereal de maíz sabor frutas,S/ 22.5 und,La Cesta,2024-12-06 13:49:36.798005,330.0,gr,trix cereal de maíz sabor frutas,22.5
fitness cereal sabor a miel y almendras sin azúcar,S/ 24.5 und,La Cesta,2024-12-06 13:49:36.798005,330.0,gr,fitness cereal sabor a miel y almendras sin azúcar,24.5
amaru avena mix lucumango,S/ 10.43 und,La Cesta,2024-12-06 13:49:36.798005,400.0,gr,amaru avena mix lucumango,10.43
amaru granola de lúcuma,S/ 11.92 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,amaru granola de lúcuma,11.92
 cereal bar barra de cereal golden ,S/ 7.5 und,La Cesta,2024-12-06 13:49:36.798005,252.0,gr,cereal bar barra de cereal golden,7.5
amaru granola clásica,S/ 11.92 und,La Cesta,2024-12-06 13:49:36.798005,200.0,gr,amaru granola clásica,11.92
wasi organics cereal protein bites de maca & yacón,S/ 23.5 und,La Cesta,2024-12-06 13:49:36.798005,240.0,gr,wasi organics cereal protein bites de maca yacón,23.5
amaru avena mix canela & berries,S/ 13.88 und,La Cesta,2024-12-06 13:49:36.798005,400.0,gr,amaru avena mix canela berries,13.88
amaru avena mix choco plátano,S/ 10.43 und,La Cesta,2024-12-06 13:49:36.798005,400.0,gr,amaru avena mix choco plátano,10.43
meli cereal con sabor a miel,S/ 9.5 und,La Cesta,2024-12-06 13:49:36.798005,135.0,gr,meli cereal con sabor a miel,9.5
quaker avena tradicional,S/ 16.5 und,La Cesta,2024-12-06 13:49:36.798005,900.0,gr,quaker avena tradicional,16.5
quaker avena con quinua,S/ 14.5 und,La Cesta,2024-12-06 13:49:36.798005,850.0,gr,quaker avena con quinua,14.5
boom chocapic cereal,S/ 11.5 und,La Cesta,2024-12-06 13:49:36.798005,170.0,gr,boom chocapic cereal,11.5
avena precocida 3 ositos,S/ 4.9 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,avena precocida 3 ositos,4.9
zucosos cereal en hojuelas azucarado,S/ 20.5 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,zucosos cereal en hojuelas azucarado,20.5
nestlé cereal corn flakes,S/ 25.5 und,La Cesta,2024-12-06 13:49:36.798005,740.0,gr,nestlé cereal corn flakes,25.5
zucaritas hojuelas de maíz,S/ 21.5 und,La Cesta,2024-12-06 13:49:36.798005,420.0,gr,zucaritas hojuelas de maíz,21.5
choco krispis arroz tostado con cobertura de chocolate,S/ 21.5 und,La Cesta,2024-12-06 13:49:36.798005,420.0,gr,choco krispis arroz tostado con cobertura de chocolate,21.5
cereal chocapic minis,S/ 17.5 und,La Cesta,2024-12-06 13:49:36.798005,330.0,gr,cereal chocapic minis,17.5
froot loops mescla de cereal de maíz,S/ 21.9 und,La Cesta,2024-12-06 13:49:36.798005,350.0,gr,froot loops mescla de cereal de maíz,21.9
kitkat cereal,S/ 13.9 und,La Cesta,2024-12-06 13:49:36.798005,210.0,gr,kitkat cereal,13.9
corn flakes hojuelas de maíz,S/ 18.5 und,La Cesta,2024-12-06 13:49:36.798005,410.0,gr,corn flakes hojuelas de maíz,18.5
angel cereal copix sabor a chocolate con malvaviscos,S/ 3.52 und,La Cesta,2024-12-06 13:49:36.798005,120.0,gr,angel cereal copix sabor a chocolate con malvaviscos,3.52
avena quaker tradicional,S/ 9.9 und,La Cesta,2024-12-06 13:49:36.798005,500.0,gr,avena quaker tradicional,9.9
